"bpTime","subid","clipNo","grain","bp"
618.5575,14,3,"f",71
623.829400000095,14,3,"f",71
626.605299999714,14,3,"f",71
633.909400000095,14,3,"f",71
636.229199999809,14,3,"f",71
639.037199999809,14,3,"f",71
640.181099999905,14,3,"f",71
641.613099999905,14,3,"f",71
652.485199999809,14,3,"f",71
654.509,14,3,"f",71
665.356900000095,14,3,"f",71
667.517,14,3,"f",71
669.492900000095,14,3,"f",71
670.709199999809,14,3,"f",71
672.964799999714,14,3,"f",71
675.961299999714,14,3,"f",71
679.300400000095,14,3,"f",71
689.804799999714,14,3,"f",71
695.053,14,3,"f",71
698.220599999905,14,3,"f",71
706.1565,14,3,"f",71
708.3325,14,3,"f",71
709.6845,14,3,"f",71
711.092599999905,14,3,"f",71
714.716599999905,14,3,"f",71
715.6845,14,3,"f",71
729.404400000095,14,3,"f",71
736.092400000095,14,3,"f",71
740.548199999809,14,3,"f",71
741.940199999809,14,3,"f",71
746.324199999809,14,3,"f",71
754.052099999904,14,3,"f",71
760.684,14,3,"f",71
764.723900000095,14,3,"f",71
775.139900000095,14,3,"f",71
777.955900000095,14,3,"f",71
778.851799999714,14,3,"f",71
779.948,14,3,"f",71
783.003900000095,14,3,"f",71
800.547299999714,14,3,"f",71
806.627599999905,14,3,"f",71
812.187699999809,14,3,"f",71
819.0755,14,3,"f",71
822.9395,14,3,"f",71
823.979400000095,14,3,"f",71
831.747400000095,14,3,"f",71
839.579299999714,14,3,"f",71
848.099199999809,14,3,"f",71
856.171299999714,14,3,"f",71
858.003099999905,14,3,"f",71
862.211099999904,14,3,"f",71
863.739099999905,14,3,"f",71
866.067199999809,14,3,"f",71
869.635199999809,14,3,"f",71
871.746599999904,14,3,"f",71
873.899,14,3,"f",71
876.154900000095,14,3,"f",71
877.874900000095,14,3,"f",71
881.7465,14,3,"f",71
884.274900000095,14,3,"f",71
887.634900000095,14,3,"f",71
892.690900000095,14,3,"f",71
894.546699999809,14,3,"f",71
897.026699999809,14,3,"f",71
904.458900000095,14,3,"f",71
910.066699999809,14,3,"f",71
911.624900000095,14,4,"f",57
920.704799999714,14,4,"f",57
929.520699999809,14,4,"f",57
936.328699999809,14,4,"f",57
948.0565,14,4,"f",57
949.240400000095,14,4,"f",57
950.2005,14,4,"f",57
951.5285,14,4,"f",57
953.792400000095,14,4,"f",57
955.4085,14,4,"f",57
959.624400000095,14,4,"f",57
960.568400000095,14,4,"f",57
962.264400000095,14,4,"f",57
963.64,14,4,"f",57
966.840699999809,14,4,"f",57
970.032199999809,14,4,"f",57
976.328299999714,14,4,"f",57
978.832199999809,14,4,"f",57
995.712099999904,14,4,"f",57
997.543900000095,14,4,"f",57
999.784,14,4,"f",57
1003.12019999981,14,4,"f",57
1005.7515999999,14,4,"f",57
1008.192,14,4,"f",57
1010.752,14,4,"f",57
1024.76779999971,14,4,"f",57
1027.06369999981,14,4,"f",57
1032.95169999981,14,4,"f",57
1034.82369999981,14,4,"f",57
1036.24769999981,14,4,"f",57
1042.83169999981,14,4,"f",57
1049.6315999999,14,4,"f",57
1052.1515,14,4,"f",57
1064.5594000001,14,4,"f",57
1065.7674000001,14,4,"f",57
1069.0074000001,14,4,"f",57
1072.4394000001,14,4,"f",57
1076.1195,14,4,"f",57
1079.8554000001,14,4,"f",57
1093.7830999999,14,4,"f",57
1101.087,14,4,"f",57
1106.3275,14,4,"f",57
1107.4470999999,14,4,"f",57
1113.3989000001,14,4,"f",57
1119.6069000001,14,4,"f",57
1126.327,14,4,"f",57
1134.67079999971,14,4,"f",57
1139.56669999981,14,4,"f",57
1143.2705999999,14,4,"f",57
1149.40669999981,14,4,"f",57
1153.26269999981,14,4,"f",57
1165.5345999999,14,4,"f",57
1180.4465,14,4,"f",57
1194.03819999981,14,4,"f",57
1201.56619999981,14,4,"f",57
1225.4615,14,4,"f",57
1230.0869000001,14,5,"f",61
1240.9829000001,14,5,"f",61
1242.8949000001,14,5,"f",61
1245.35110000038,14,5,"f",61
1247.91080000019,14,5,"f",61
1251.0065,14,5,"f",61
1254.42270000029,14,5,"f",61
1256.22270000029,14,5,"f",61
1263.06230000019,14,5,"f",61
1265.95070000029,14,5,"f",61
1271.15,14,5,"f",61
1272.09420000029,14,5,"f",61
1274.03020000029,14,5,"f",61
1276.774,14,5,"f",61
1278.63820000029,14,5,"f",61
1280.614,14,5,"f",61
1290.086,14,5,"f",61
1291.81380000019,14,5,"f",61
1293.6619000001,14,5,"f",61
1298.50180000019,14,5,"f",61
1308.278,14,5,"f",61
1313.29410000038,14,5,"f",61
1315.68610000038,14,5,"f",61
1325.07010000038,14,5,"f",61
1326.75,14,5,"f",61
1329.966,14,5,"f",61
1331.0299000001,14,5,"f",61
1336.198,14,5,"f",61
1340.29410000038,14,5,"f",61
1347.6299000001,14,5,"f",61
1350.84580000019,14,5,"f",61
1353.67,14,5,"f",61
1359.72570000029,14,5,"f",61
1369.6935,14,5,"f",61
1376.7895,14,5,"f",61
1388.0535,14,5,"f",61
1390.01360000038,14,5,"f",61
1394.6854000001,14,5,"f",61
1401.3654000001,14,5,"f",61
1404.06920000029,14,5,"f",61
1423.14920000029,14,5,"f",61
1449.94080000019,14,5,"f",61
1451.48480000019,14,5,"f",61
1459.9729000001,14,5,"f",61
1461.52480000019,14,5,"f",61
1466.34070000029,14,5,"f",61
1474.59670000029,14,5,"f",61
1481.30870000029,14,5,"f",61
1489.8604000001,14,5,"f",61
1491.4924000001,14,5,"f",61
1496.8604000001,14,5,"f",61
1504.068,14,5,"f",61
1505.13980000019,14,5,"f",61
1507.1245,14,5,"f",61
1509.956,14,5,"f",61
1512.91630000019,14,5,"f",61
1514.35580000019,14,5,"f",61
1523.45980000019,14,5,"f",61
1528.49160000038,14,5,"f",61
1542.0150999999,14,6,"f",50
1548.4629000001,14,6,"f",50
1567.63870000029,14,6,"f",50
1573.7025999999,14,6,"f",50
1587.40680000019,14,6,"f",50
1589.3349000001,14,6,"f",50
1591.3825,14,6,"f",50
1594.1665,14,6,"f",50
1603.1744000001,14,6,"f",50
1608.8865,14,6,"f",50
1621.07820000029,14,6,"f",50
1631.53420000029,14,6,"f",50
1635.33430000019,14,6,"f",50
1637.5260999999,14,6,"f",50
1643.3660999999,14,6,"f",50
1645.7660999999,14,6,"f",50
1649.446,14,6,"f",50
1652.06980000019,14,6,"f",50
1657.7100999999,14,6,"f",50
1669.57380000019,14,6,"f",50
1675.87780000019,14,6,"f",50
1689.0055999999,14,6,"f",50
1714.6774000001,14,6,"f",50
1718.67730000019,14,6,"f",50
1720.43730000019,14,6,"f",50
1724.24530000019,14,6,"f",50
1727.67720000029,14,6,"f",50
1742.42080000019,14,6,"f",50
1750.053,14,6,"f",50
1758.533,14,6,"f",50
1761.2609000001,14,6,"f",50
1762.6609000001,14,6,"f",50
1766.97280000019,14,6,"f",50
1773.57280000019,14,6,"f",50
1779.8204000001,14,6,"f",50
1783.645,14,6,"f",50
1785.34870000029,14,6,"f",50
1786.23680000019,14,6,"f",50
1801.1405,14,6,"f",50
1803.2205,14,6,"f",50
1804.4845,14,6,"f",50
1810.0920999999,14,6,"f",50
1814.6364000001,14,6,"f",50
1818.1484000001,14,6,"f",50
1819.91630000019,14,6,"f",50
1822.22830000019,14,6,"f",50
1827.83630000019,14,6,"f",50
1834.23669999981,14,7,"f",50
1838.37269999981,14,7,"f",50
1846.74069999981,14,7,"f",50
1855.7725,14,7,"f",50
1864.6845,14,7,"f",50
1868.12439999962,14,7,"f",50
1873.42839999962,14,7,"f",50
1880.87629999971,14,7,"f",50
1889.51619999981,14,7,"f",50
1891.11619999981,14,7,"f",50
1895.22039999962,14,7,"f",50
1898.3640999999,14,7,"f",50
1903.94,14,7,"f",50
1905.71619999981,14,7,"f",50
1908.772,14,7,"f",50
1914.03589999962,14,7,"f",50
1919.46,14,7,"f",50
1932.85979999971,14,7,"f",50
1937.44389999962,14,7,"f",50
1938.45169999981,14,7,"f",50
1942.15539999962,14,7,"f",50
1945.3235999999,14,7,"f",50
1962.7635,14,7,"f",50
1976.29139999962,14,7,"f",50
1984.91529999971,14,7,"f",50
1991.14719999981,14,7,"f",50
1999.07519999981,14,7,"f",50
2005.3710999999,14,7,"f",50
2007.707,14,7,"f",50
2011.1550999999,14,7,"f",50
2013.37889999962,14,7,"f",50
2020.7950999999,14,7,"f",50
2030.21919999981,14,7,"f",50
2043.17069999981,14,7,"f",50
2054.2745999999,14,7,"f",50
2063.7305,14,7,"f",50
2068.5865,14,7,"f",50
2073.7305,14,7,"f",50
2079.2905,14,7,"f",50
2084.30639999962,14,7,"f",50
2093.04229999971,14,7,"f",50
2095.33829999971,14,7,"f",50
2097.62619999981,14,7,"f",50
2099.834,14,7,"f",50
2101.67419999981,14,7,"f",50
2106.18619999981,14,7,"f",50
2114.52219999981,14,7,"f",50
2121.0495999999,14,7,"f",50
2142.0335999999,14,8,"f",36
2160.26530000019,14,8,"f",36
2168.4334000001,14,8,"f",36
2170.35319999981,14,8,"f",36
2174.64130000019,14,8,"f",36
2176.41730000019,14,8,"f",36
2188.1530999999,14,8,"f",36
2195.161,14,8,"f",36
2201.89680000019,14,8,"f",36
2208.4409000001,14,8,"f",36
2237.0565,14,8,"f",36
2239.8085999999,14,8,"f",36
2242.96019999981,14,8,"f",36
2247.0165,14,8,"f",36
2248.0084000001,14,8,"f",36
2251.0964000001,14,8,"f",36
2265.81669999981,14,8,"f",36
2268.60030000019,14,8,"f",36
2271.3924000001,14,8,"f",36
2278.29619999981,14,8,"f",36
2284.7440999999,14,8,"f",36
2295.86419999981,14,8,"f",36
2314.8555,14,8,"f",36
2323.13569999981,14,8,"f",36
2325.63969999981,14,8,"f",36
2328.3275,14,8,"f",36
2335.98369999981,14,8,"f",36
2337.5595999999,14,8,"f",36
2345.4235,14,8,"f",36
2369.1749000001,14,8,"f",36
2384.26319999981,14,8,"f",36
2387.1190999999,14,8,"f",36
2390.7830999999,14,8,"f",36
2396.90319999981,14,8,"f",36
2423.15880000019,14,8,"f",36
2434.59080000019,14,8,"f",36
2447.11860000038,14,9,"f",59
2450.39880000019,14,9,"f",59
2451.7584000001,14,9,"f",59
2456.36680000019,14,9,"f",59
2461.12660000038,14,9,"f",59
2462.5744000001,14,9,"f",59
2463.70230000019,14,9,"f",59
2469.0384000001,14,9,"f",59
2472.3585,14,9,"f",59
2484.9184000001,14,9,"f",59
2490.63010000038,14,9,"f",59
2499.4779000001,14,9,"f",59
2502.854,14,9,"f",59
2510.69410000038,14,9,"f",59
2517.718,14,9,"f",59
2520.82160000038,14,9,"f",59
2522.50980000019,14,9,"f",59
2525.82960000038,14,9,"f",59
2527.02180000019,14,9,"f",59
2533.76580000019,14,9,"f",59
2540.02980000019,14,9,"f",59
2542.78180000019,14,9,"f",59
2551.9579000001,14,9,"f",59
2566.20560000038,14,9,"f",59
2573.6934000001,14,9,"f",59
2577.0935,14,9,"f",59
2588.69330000019,14,9,"f",59
2590.28520000029,14,9,"f",59
2592.46130000019,14,9,"f",59
2596.16520000029,14,9,"f",59
2597.74910000038,14,9,"f",59
2602.86120000029,14,9,"f",59
2614.44510000038,14,9,"f",59
2622.0849000001,14,9,"f",59
2624.70110000038,14,9,"f",59
2628.1249000001,14,9,"f",59
2630.34080000019,14,9,"f",59
2632.7729000001,14,9,"f",59
2633.5889000001,14,9,"f",59
2634.8285,14,9,"f",59
2640.92470000029,14,9,"f",59
2644.74870000029,14,9,"f",59
2648.79680000019,14,9,"f",59
2651.18070000029,14,9,"f",59
2653.70870000029,14,9,"f",59
2658.65270000029,14,9,"f",59
2663.7085,14,9,"f",59
2668.84480000019,14,9,"f",59
2675.0445,14,9,"f",59
2676.95630000019,14,9,"f",59
2685.7965,14,9,"f",59
2696.7324000001,14,9,"f",59
2700.80420000029,14,9,"f",59
2706.85220000029,14,9,"f",59
2717.83610000038,14,9,"f",59
2728.5879000001,14,9,"f",59
2737.27680000019,14,10,"f",31
2739.293,14,10,"f",31
2742.98080000019,14,10,"f",31
2757.6445,14,10,"f",31
2764.3725999999,14,10,"f",31
2771.23680000019,14,10,"f",31
2777.2685,14,10,"f",31
2783.54880000019,14,10,"f",31
2798.1484000001,14,10,"f",31
2802.73219999981,14,10,"f",31
2815.5080999999,14,10,"f",31
2826.436,14,10,"f",31
2829.97180000019,14,10,"f",31
2834.33180000019,14,10,"f",31
2843.55580000019,14,10,"f",31
2853.12369999981,14,10,"f",31
2858.05969999981,14,10,"f",31
2860.58769999981,14,10,"f",31
2863.1395,14,10,"f",31
2869.4595999999,14,10,"f",31
2871.57119999981,14,10,"f",31
2876.6995999999,14,10,"f",31
2882.0995,14,10,"f",31
2883.7474000001,14,10,"f",31
2886.17969999981,14,10,"f",31
2887.9794000001,14,10,"f",31
18.2021999999955,15,1,"c",9
91.9778999999985,15,1,"c",9
126.417299999997,15,1,"c",9
159.537099999994,15,1,"c",9
180.792899999998,15,1,"c",9
194.464799999997,15,1,"c",9
225.7765,15,1,"c",9
257.432,15,1,"c",9
271.871899999999,15,1,"c",9
304.081300000004,15,2,"c",5
389.984600000001,15,2,"c",5
429.440100000002,15,2,"c",5
507.383400000006,15,2,"c",5
563.190700000003,15,2,"c",5
634.237199999995,15,3,"c",7
689.092600000001,15,3,"c",7
723.404100000001,15,3,"c",7
758.268,15,3,"c",7
779.083799999997,15,3,"c",7
837.411199999995,15,3,"c",7
909.5545,15,3,"c",7
925.409300000004,15,4,"c",4
970.656900000006,15,4,"c",4
1035.0163,15,4,"c",4
1107.9838,15,4,"c",4
1299.0927,15,5,"c",3
1396.0277,15,5,"c",3
1477.571,15,5,"c",3
1544.3334,15,6,"c",2
1758.2749,15,6,"c",2
1868.5971,15,7,"c",4
1988.8918,15,7,"c",4
2028.1155,15,7,"c",4
2133.3862,15,7,"c",4
2463.725,15,9,"c",2
2533.3884,15,9,"c",2
3.11690000000596,16,1,"f",63
4.48470000001788,16,1,"f",63
5.70860000002384,16,1,"f",63
7.50870000001788,16,1,"f",63
9.173,16,1,"f",63
10.7247000000179,16,1,"f",63
14.0927000000179,16,1,"f",63
15.7806000000238,16,1,"f",63
19.2367000000179,16,1,"f",63
29.284400000006,16,1,"f",63
32.7968000000119,16,1,"f",63
45.340400000006,16,1,"f",63
49.5083000000119,16,1,"f",63
60.0842000000179,16,1,"f",63
62.316400000006,16,1,"f",63
65.5642000000179,16,1,"f",63
72.6841000000238,16,1,"f",63
75.8441000000238,16,1,"f",63
76.9961000000238,16,1,"f",63
80.0921000000238,16,1,"f",63
85.0041000000238,16,1,"f",63
89.051900000006,16,1,"f",63
96.0602000000179,16,1,"f",63
101.099800000012,16,1,"f",63
107.164200000018,16,1,"f",63
115.907100000024,16,1,"f",63
119.035700000018,16,1,"f",63
120.3875,16,1,"f",63
124.811600000024,16,1,"f",63
162.627,16,1,"f",63
166.179300000012,16,1,"f",63
168.643200000018,16,1,"f",63
171.475100000024,16,1,"f",63
173.827100000024,16,1,"f",63
174.811,16,1,"f",63
185.2985,16,1,"f",63
192.843100000024,16,1,"f",63
196.994900000006,16,1,"f",63
203.330800000012,16,1,"f",63
212.418900000006,16,1,"f",63
221.506600000024,16,1,"f",63
229.162600000024,16,1,"f",63
231.434100000024,16,1,"f",63
234.7305,16,1,"f",63
235.5145,16,1,"f",63
236.098400000006,16,1,"f",63
238.810400000006,16,1,"f",63
241.8425,16,1,"f",63
244.4025,16,1,"f",63
248.498300000012,16,1,"f",63
251.8585,16,1,"f",63
257.082300000012,16,1,"f",63
260.850200000018,16,1,"f",63
263.506300000012,16,1,"f",63
270.050300000012,16,1,"f",63
274.746,16,1,"f",63
276.77,16,1,"f",63
278.682200000018,16,1,"f",63
282.034100000024,16,1,"f",63
282.634,16,1,"f",63
285.089900000006,16,1,"f",63
290.665900000006,16,1,"f",63
294.474,16,1,"f",63
305.114300000012,16,2,"f",71
309.561900000006,16,2,"f",71
315.314099999994,16,2,"f",71
316.866,16,2,"f",71
320.57,16,2,"f",71
324.289800000012,16,2,"f",71
328.25,16,2,"f",71
333.818300000012,16,2,"f",71
334.881900000006,16,2,"f",71
338.537900000006,16,2,"f",71
340.009800000012,16,2,"f",71
344.609900000006,16,2,"f",71
346.473800000012,16,2,"f",71
352.713800000012,16,2,"f",71
354.169699999988,16,2,"f",71
376.369,16,2,"f",71
380.9055,16,2,"f",71
385.936900000006,16,2,"f",71
389.601800000012,16,2,"f",71
392.177599999994,16,2,"f",71
395.441599999994,16,2,"f",71
398.705800000012,16,2,"f",71
400.473400000006,16,2,"f",71
409.305199999988,16,2,"f",71
411.137099999994,16,2,"f",71
415.177099999994,16,2,"f",71
418.785099999994,16,2,"f",71
428.425099999994,16,2,"f",71
432.073199999988,16,2,"f",71
440.400900000006,16,2,"f",71
443.880900000006,16,2,"f",71
445.7445,16,2,"f",71
448.288900000006,16,2,"f",71
450.376699999988,16,2,"f",71
452.384800000012,16,2,"f",71
457.568800000012,16,2,"f",71
460.472400000006,16,2,"f",71
462.272400000006,16,2,"f",71
463.880400000006,16,2,"f",71
471.280599999994,16,2,"f",71
473.688599999994,16,2,"f",71
480.0885,16,2,"f",71
484.072699999988,16,2,"f",71
492.232699999988,16,2,"f",71
496.816300000012,16,2,"f",71
499.040300000012,16,2,"f",71
501.736199999988,16,2,"f",71
507.464300000012,16,2,"f",71
511.056099999994,16,2,"f",71
516.776099999994,16,2,"f",71
524.480099999994,16,2,"f",71
531.088,16,2,"f",71
536.087900000006,16,2,"f",71
539.896,16,2,"f",71
543.887900000006,16,2,"f",71
545.919800000012,16,2,"f",71
549.831800000012,16,2,"f",71
552.224099999994,16,2,"f",71
557.847699999988,16,2,"f",71
561.207699999988,16,2,"f",71
568.895300000012,16,2,"f",71
570.159599999994,16,2,"f",71
576.703599999994,16,2,"f",71
578.1915,16,2,"f",71
581.0155,16,2,"f",71
588.0395,16,2,"f",71
590.567400000006,16,2,"f",71
595.295599999994,16,2,"f",71
600.5035,16,2,"f",71
604.015300000012,16,2,"f",71
604.980900000006,16,3,"f",78
608.436900000006,16,3,"f",78
613.388900000006,16,3,"f",78
620.420800000012,16,3,"f",78
624.916599999994,16,3,"f",78
629.124700000018,16,3,"f",78
632.836200000018,16,3,"f",78
638.412700000018,16,3,"f",78
639.572300000012,16,3,"f",78
641.492700000018,16,3,"f",78
645.5725,16,3,"f",78
650.860599999994,16,3,"f",78
654.036400000006,16,3,"f",78
658.588400000006,16,3,"f",78
661.500400000006,16,3,"f",78
665.428400000006,16,3,"f",78
667.980300000012,16,3,"f",78
670.356300000012,16,3,"f",78
672.780300000012,16,3,"f",78
675.220200000018,16,3,"f",78
678.828200000018,16,3,"f",78
682.300099999994,16,3,"f",78
694.387599999994,16,3,"f",78
696.164,16,3,"f",78
699.636,16,3,"f",78
706.020200000018,16,3,"f",78
710.619900000006,16,3,"f",78
711.619700000018,16,3,"f",78
712.659900000006,16,3,"f",78
715.571700000018,16,3,"f",78
726.539700000018,16,3,"f",78
732.827700000018,16,3,"f",78
735.963700000018,16,3,"f",78
742.411599999994,16,3,"f",78
748.6915,16,3,"f",78
756.571400000006,16,3,"f",78
759.707400000006,16,3,"f",78
763.051300000012,16,3,"f",78
779.122800000012,16,3,"f",78
781.995,16,3,"f",78
785.283099999994,16,3,"f",78
794.3315,16,3,"f",78
797.762700000018,16,3,"f",78
799.922900000006,16,3,"f",78
803.571,16,3,"f",78
807.618900000006,16,3,"f",78
812.115,16,3,"f",78
819.842800000012,16,3,"f",78
823.730800000012,16,3,"f",78
826.458700000018,16,3,"f",78
835.594700000018,16,3,"f",78
839.5145,16,3,"f",78
844.011,16,3,"f",78
846.4665,16,3,"f",78
851.3545,16,3,"f",78
856.362400000006,16,3,"f",78
857.810099999994,16,3,"f",78
859.162400000006,16,3,"f",78
861.922400000006,16,3,"f",78
864.930300000012,16,3,"f",78
867.354300000012,16,3,"f",78
871.898300000012,16,3,"f",78
874.026200000018,16,3,"f",78
879.258200000018,16,3,"f",78
885.842099999994,16,3,"f",78
890.210300000012,16,3,"f",78
892.497900000006,16,3,"f",78
893.706099999994,16,3,"f",78
895.730099999994,16,3,"f",78
897.082,16,3,"f",78
899.370200000018,16,3,"f",78
901.506,16,3,"f",78
903.585900000006,16,3,"f",78
906.074,16,3,"f",78
908.625400000006,16,3,"f",78
911.770800000012,16,4,"f",107
915.026699999988,16,4,"f",107
917.266900000006,16,4,"f",107
919.450699999988,16,4,"f",107
921.274599999994,16,4,"f",107
924.458900000006,16,4,"f",107
926.010599999994,16,4,"f",107
927.506699999988,16,4,"f",107
930.042699999988,16,4,"f",107
932.314599999994,16,4,"f",107
935.4025,16,4,"f",107
937.050699999988,16,4,"f",107
938.602400000006,16,4,"f",107
941.3785,16,4,"f",107
945.1785,16,4,"f",107
946.898,16,4,"f",107
948.402800000012,16,4,"f",107
950.162300000012,16,4,"f",107
951.7705,16,4,"f",107
956.066400000006,16,4,"f",107
959.274,16,4,"f",107
961.338199999988,16,4,"f",107
966.802199999988,16,4,"f",107
969.354400000006,16,4,"f",107
972.066099999994,16,4,"f",107
974.745800000012,16,4,"f",107
977.137800000012,16,4,"f",107
978.994099999994,16,4,"f",107
982.338199999988,16,4,"f",107
986.145900000006,16,4,"f",107
990.946,16,4,"f",107
992.554199999988,16,4,"f",107
995.273900000006,16,4,"f",107
997.729900000006,16,4,"f",107
1000.026,16,4,"f",107
1002.5375,16,4,"f",107
1005.354,16,4,"f",107
1011.06580000001,16,4,"f",107
1013.51369999999,16,4,"f",107
1015.834,16,4,"f",107
1018.23319999999,16,4,"f",107
1020.19390000001,16,4,"f",107
1022.03369999999,16,4,"f",107
1025.81780000001,16,4,"f",107
1027.80159999999,16,4,"f",107
1028.74559999999,16,4,"f",107
1031.9055,16,4,"f",107
1034.28969999999,16,4,"f",107
1035.47309999999,16,4,"f",107
1041.9055,16,4,"f",107
1043.88140000001,16,4,"f",107
1046.24930000001,16,4,"f",107
1048.98530000001,16,4,"f",107
1052.697,16,4,"f",107
1055.22519999999,16,4,"f",107
1061.08140000001,16,4,"f",107
1067.03359999999,16,4,"f",107
1070.50540000001,16,4,"f",107
1072.30519999999,16,4,"f",107
1075.17709999999,16,4,"f",107
1092.25640000001,16,4,"f",107
1096.241,16,4,"f",107
1097.47290000001,16,4,"f",107
1100.96859999999,16,4,"f",107
1103.27290000001,16,4,"f",107
1104.63269999999,16,4,"f",107
1106.52880000001,16,4,"f",107
1110.53669999999,16,4,"f",107
1112.83240000001,16,4,"f",107
1117.84869999999,16,4,"f",107
1122.26469999999,16,4,"f",107
1124.10469999999,16,4,"f",107
1131.15230000001,16,4,"f",107
1132.9125,16,4,"f",107
1137.6005,16,4,"f",107
1141.1685,16,4,"f",107
1145.0485,16,4,"f",107
1148.0645,16,4,"f",107
1150.59240000001,16,4,"f",107
1152.78409999999,16,4,"f",107
1154.93659999999,16,4,"f",107
1157.84830000001,16,4,"f",107
1161.73630000001,16,4,"f",107
1167.46419999999,16,4,"f",107
1171.85619999999,16,4,"f",107
1173.35230000001,16,4,"f",107
1176.59209999999,16,4,"f",107
1181.98369999999,16,4,"f",107
1184.09609999999,16,4,"f",107
1187.424,16,4,"f",107
1191.0245,16,4,"f",107
1195.38390000001,16,4,"f",107
1197.88019999999,16,4,"f",107
1199.07190000001,16,4,"f",107
1202.57580000001,16,4,"f",107
1205.95940000001,16,4,"f",107
1208.34359999999,16,4,"f",107
1211.84740000001,16,4,"f",107
1214.48780000001,16,4,"f",107
1218.42380000001,16,4,"f",107
1220.49569999999,16,4,"f",107
1223.95169999999,16,4,"f",107
1225.35969999999,16,4,"f",107
1230.91739999998,16,5,"f",90
1234.26989999998,16,5,"f",90
1239.71759999999,16,5,"f",90
1241.1895,16,5,"f",90
1242.9175,16,5,"f",90
1248.26159999999,16,5,"f",90
1250.5415,16,5,"f",90
1254.88539999998,16,5,"f",90
1256.28539999998,16,5,"f",90
1258.709,16,5,"f",90
1261.30139999998,16,5,"f",90
1264.26169999999,16,5,"f",90
1274.66119999999,16,5,"f",90
1277.54919999999,16,5,"f",90
1281.18909999999,16,5,"f",90
1283.50109999999,16,5,"f",90
1286.08519999999,16,5,"f",90
1289.853,16,5,"f",90
1298.6295,16,5,"f",90
1303.41289999998,16,5,"f",90
1305.221,16,5,"f",90
1306.14889999998,16,5,"f",90
1307.44489999998,16,5,"f",90
1308.41319999999,16,5,"f",90
1311.09289999998,16,5,"f",90
1312.33289999998,16,5,"f",90
1314.10879999998,16,5,"f",90
1316.317,16,5,"f",90
1321.2925,16,5,"f",90
1324.13269999999,16,5,"f",90
1327.06059999999,16,5,"f",90
1330.25279999998,16,5,"f",90
1331.24459999999,16,5,"f",90
1336.9885,16,5,"f",90
1340.0845,16,5,"f",90
1342.70059999999,16,5,"f",90
1343.9565,16,5,"f",90
1346.4685,16,5,"f",90
1347.7725,16,5,"f",90
1349.94039999998,16,5,"f",90
1352.05269999999,16,5,"f",90
1353.14879999998,16,5,"f",90
1356.77239999998,16,5,"f",90
1360.69239999998,16,5,"f",90
1363.13239999998,16,5,"f",90
1365.06829999998,16,5,"f",90
1368.2125,16,5,"f",90
1376.10819999999,16,5,"f",90
1381.46009999999,16,5,"f",90
1388.54819999999,16,5,"f",90
1390.324,16,5,"f",90
1392.76409999999,16,5,"f",90
1393.89229999998,16,5,"f",90
1397.59609999999,16,5,"f",90
1400.66,16,5,"f",90
1402.81189999998,16,5,"f",90
1404.01989999998,16,5,"f",90
1409.05979999998,16,5,"f",90
1413.20419999999,16,5,"f",90
1415.45179999998,16,5,"f",90
1419.86769999999,16,5,"f",90
1421.47579999998,16,5,"f",90
1423.54779999998,16,5,"f",90
1425.45169999999,16,5,"f",90
1430.61169999999,16,5,"f",90
1442.091,16,5,"f",90
1450.0275,16,5,"f",90
1451.55539999998,16,5,"f",90
1456.12339999998,16,5,"f",90
1457.37939999998,16,5,"f",90
1459.47529999998,16,5,"f",90
1465.54729999998,16,5,"f",90
1475.34739999998,16,5,"f",90
1479.00329999998,16,5,"f",90
1485.41919999999,16,5,"f",90
1489.95509999999,16,5,"f",90
1491.84309999999,16,5,"f",90
1494.795,16,5,"f",90
1496.451,16,5,"f",90
1497.819,16,5,"f",90
1502.883,16,5,"f",90
1504.195,16,5,"f",90
1508.035,16,5,"f",90
1509.77909999999,16,5,"f",90
1511.35509999999,16,5,"f",90
1515.82669999999,16,5,"f",90
1519.17079999998,16,5,"f",90
1525.18659999999,16,5,"f",90
1527.33039999998,16,5,"f",90
1533.34080000001,16,6,"f",87
1559.436,16,6,"f",87
1560.62840000001,16,6,"f",87
1561.90840000001,16,6,"f",87
1563.732,16,6,"f",87
1566.98020000002,16,6,"f",87
1568.79620000002,16,6,"f",87
1570.86020000002,16,6,"f",87
1573.05220000002,16,6,"f",87
1574.27620000002,16,6,"f",87
1577.45220000002,16,6,"f",87
1581.52409999999,16,6,"f",87
1583.5245,16,6,"f",87
1585.06,16,6,"f",87
1587.2605,16,6,"f",87
1588.99620000002,16,6,"f",87
1590.26030000001,16,6,"f",87
1591.33990000001,16,6,"f",87
1593.43590000001,16,6,"f",87
1595.316,16,6,"f",87
1597.02770000002,16,6,"f",87
1599.956,16,6,"f",87
1604.98,16,6,"f",87
1615.25980000001,16,6,"f",87
1620.7395,16,6,"f",87
1623.59580000001,16,6,"f",87
1627.70770000002,16,6,"f",87
1631.75570000002,16,6,"f",87
1635.91520000002,16,6,"f",87
1638.75570000002,16,6,"f",87
1642.6995,16,6,"f",87
1648.33959999999,16,6,"f",87
1649.6995,16,6,"f",87
1654.37940000001,16,6,"f",87
1657.0195,16,6,"f",87
1662.09920000002,16,6,"f",87
1669.283,16,6,"f",87
1674.05930000001,16,6,"f",87
1675.86720000002,16,6,"f",87
1677.21090000001,16,6,"f",87
1680.31520000002,16,6,"f",87
